name,launch date,source,intended usage,tdp (W),cores,threads,normalized_name
hisilicon kunpeng 920-6426,2019-01-07,https://en.wikichip.org/wiki/hisilicon/kunpeng/920-6426,Server,195.0,64,64.0,hisilicon kunpeng 920-6426
intel mobile pentium ii 233,1998-04-02,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/233,Mobile,9.0,1,1.0,intel mobile pentium ii 233
intel mobile pentium ii 266,1998-04-02,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/266,Mobile,10.3,1,1.0,intel mobile pentium ii 266
intel mobile pentium ii 266pe,1999-01-25,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/266pe,Mobile,10.3,1,1.0,intel mobile pentium ii 266pe
intel mobile pentium ii 300,1998-09-09,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/300,Mobile,11.1,1,1.0,intel mobile pentium ii 300
intel mobile pentium ii 300pe,1999-01-25,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/300pe,Mobile,11.6,1,1.0,intel mobile pentium ii 300pe
intel mobile pentium ii 333,1999-01-25,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/333,Mobile,11.8,1,1.0,intel mobile pentium ii 333
intel mobile pentium ii 366,1999-01-25,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/366,Mobile,13.1,1,1.0,intel mobile pentium ii 366
intel mobile pentium ii 400,1999-06-14,https://en.wikichip.org/wiki/intel/mobile_pentium_ii/400,Mobile,13.1,1,1.0,intel mobile pentium ii 400
intel nervana nnp-i 1100,2019-11-12,https://en.wikichip.org/wiki/nervana/nnp/nnp-i_1100,Server; Edge,12.0,12,,intel nervana nnp-i 1100
intel nervana nnp-i 1300,2019-11-12,https://en.wikichip.org/wiki/nervana/nnp/nnp-i_1300,Server; Edge,75.0,24,,intel nervana nnp-i 1300
intel nervana nnp-t 1300,2019-11-12,https://en.wikichip.org/wiki/nervana/nnp/nnp-t_1300,Server,300.0,22,,intel nervana nnp-t 1300
intel nervana nnp-t 1400,2019-11-12,https://en.wikichip.org/wiki/nervana/nnp/nnp-t_1400,Server,375.0,24,,intel nervana nnp-t 1400
amd opteron a1120,2016-01-01,https://en.wikichip.org/wiki/amd/opteron/a1120,Server,25.0,4,,amd opteron a1120
amd opteron a1150,2016-01-01,https://en.wikichip.org/wiki/amd/opteron/a1150,Server,32.0,8,,amd opteron a1150
amd opteron a1170,2016-01-01,https://en.wikichip.org/wiki/amd/opteron/a1170,Server,32.0,8,,amd opteron a1170
intel pentium 907,2012-01-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/907,Mobile,17.0,2,2.0,intel pentium 907
intel pentium 917,2012-01-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/917,Mobile,17.0,2,2.0,intel pentium 917
intel pentium 927,2012-01-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/927,Mobile,17.0,2,2.0,intel pentium 927
intel pentium 957,2011-06-13,https://en.wikichip.org/wiki/intel/pentium_(2009)/957,Mobile,17.0,2,2.0,intel pentium 957
intel pentium 967,2011-10-03,https://en.wikichip.org/wiki/intel/pentium_(2009)/967,Mobile,17.0,2,2.0,intel pentium 967
intel pentium 977,2012-01-16,https://en.wikichip.org/wiki/intel/pentium_(2009)/977,Mobile,17.0,2,2.0,intel pentium 977
intel pentium 987,2012-09-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/987,Mobile,17.0,2,2.0,intel pentium 987
intel pentium 997,2012-09-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/997,Mobile,17.0,2,2.0,intel pentium 997
intel pentium b940,2011-06-13,https://en.wikichip.org/wiki/intel/pentium_(2009)/b940,Mobile,35.0,2,2.0,intel pentium b940
intel pentium b950,2011-06-13,https://en.wikichip.org/wiki/intel/pentium_(2009)/b950,Mobile,35.0,2,2.0,intel pentium b950
intel pentium b960,2011-10-03,https://en.wikichip.org/wiki/intel/pentium_(2009)/b960,Mobile,35.0,2,2.0,intel pentium b960
intel pentium b970,2012-01-16,https://en.wikichip.org/wiki/intel/pentium_(2009)/b970,Mobile,35.0,2,2.0,intel pentium b970
intel pentium b980,2012-09-01,https://en.wikichip.org/wiki/intel/pentium_(2009)/b980,Mobile,35.0,2,2.0,intel pentium b980
intel pentium gold g4560,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_gold/g4560,Desktop,54.0,2,4.0,intel pentium gold g4560
intel pentium gold g4600,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_gold/g4600,Desktop,51.0,2,4.0,intel pentium gold g4600
intel pentium gold g4620,2017-01-03,https://en.wikichip.org/wiki/intel/pentium_gold/g4620,Desktop,51.0,2,4.0,intel pentium gold g4620
phytium ft-200064,2019-01-01,https://en.wikichip.org/wiki/phytium/feiteng/ft-2000%2B-64,Server,96.0,64,64.0,phytium ft-200064
intel pentium p6000,2010-06-20,https://en.wikichip.org/wiki/intel/pentium_(2009)/p6000,Mobile,35.0,2,2.0,intel pentium p6000
intel pentium p6100,2010-09-26,https://en.wikichip.org/wiki/intel/pentium_(2009)/p6100,Mobile,35.0,2,2.0,intel pentium p6100
intel pentium p6200,2010-09-26,https://en.wikichip.org/wiki/intel/pentium_(2009)/p6200,Mobile,35.0,2,2.0,intel pentium p6200
intel pentium p6300,2011-01-11,https://en.wikichip.org/wiki/intel/pentium_(2009)/p6300,Mobile,35.0,2,2.0,intel pentium p6300
intel pentium u5400,2010-05-25,https://en.wikichip.org/wiki/intel/pentium_(2009)/u5400,Mobile,18.0,2,2.0,intel pentium u5400
intel pentium u5600,2011-01-11,https://en.wikichip.org/wiki/intel/pentium_(2009)/u5600,Mobile,18.0,2,2.0,intel pentium u5600
ibm power9 02aa986,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02aa986,Server; Workstation,190.0,16,64.0,ibm power9 02aa986
ibm power9 02cy089,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy089,Server; Workstation,160.0,8,32.0,ibm power9 02cy089
ibm power9 02cy227,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy227,Server; Workstation,190.0,22,88.0,ibm power9 02cy227
ibm power9 02cy228,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy228,Server; Workstation,190.0,20,80.0,ibm power9 02cy228
ibm power9 02cy230,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy230,Server; Workstation,190.0,16,64.0,ibm power9 02cy230
ibm power9 02cy296,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy296,Server; Workstation,190.0,22,88.0,ibm power9 02cy296
ibm power9 02cy297,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy297,Server; Workstation,90.0,4,16.0,ibm power9 02cy297
ibm power9 02cy414,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy414,Server; Workstation,160.0,22,88.0,ibm power9 02cy414
ibm power9 02cy415,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy415,Server; Workstation,160.0,20,80.0,ibm power9 02cy415
ibm power9 02cy416,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy416,Server; Workstation,130.0,18,72.0,ibm power9 02cy416
ibm power9 02cy417,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy417,Server; Workstation,130.0,16,64.0,ibm power9 02cy417
ibm power9 02cy489,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy489,Server; Workstation,190.0,18,72.0,ibm power9 02cy489
ibm power9 02cy771,2017-11-01,https://en.wikichip.org/wiki/ibm/power/02cy771,Server; Workstation,105.0,12,48.0,ibm power9 02cy771
qualcomm centriq 2434,2017-11-08,https://en.wikichip.org/wiki/qualcomm/centriq/2434,Server,110.0,40,40.0,qualcomm centriq 2434
qualcomm centriq 2452,2017-11-08,https://en.wikichip.org/wiki/qualcomm/centriq/2452,Server,120.0,46,46.0,qualcomm centriq 2452
qualcomm centriq 2460,2017-11-08,https://en.wikichip.org/wiki/qualcomm/centriq/2460,Server,120.0,48,48.0,qualcomm centriq 2460
qualcomm snapdragon 865,2020-03-01,https://en.wikichip.org/wiki/qualcomm/snapdragon_800/865,Mobile,10.0,8,8.0,qualcomm snapdragon 865
qualcomm snapdragon 8cx,2019-03-01,https://en.wikichip.org/wiki/qualcomm/snapdragon_800/8cx,Mobile,7.0,8,8.0,qualcomm snapdragon 8cx
amd ryzen 3 2200g,2018-02-12,https://en.wikichip.org/wiki/amd/ryzen_3/2200g,Desktop,65.0,4,4.0,amd ryzen 3 2200g
amd ryzen 3 2200ge,2018-04-19,https://en.wikichip.org/wiki/amd/ryzen_3/2200ge,Desktop,35.0,4,4.0,amd ryzen 3 2200ge
amd ryzen 3 3200g,2019-07-07,https://en.wikichip.org/wiki/amd/ryzen_3/3200g,Desktop,65.0,4,4.0,amd ryzen 3 3200g
amd ryzen 3 4300g,2020-07-21,https://en.wikichip.org/wiki/amd/ryzen_3/4300g,Desktop,65.0,4,8.0,amd ryzen 3 4300g
amd ryzen 3 4300ge,2020-07-21,https://en.wikichip.org/wiki/amd/ryzen_3/4300ge,Desktop,35.0,4,8.0,amd ryzen 3 4300ge
amd ryzen 3 5300g,2021-04-13,https://en.wikichip.org/wiki/amd/ryzen_3/5300g,Desktop,65.0,4,8.0,amd ryzen 3 5300g
amd ryzen 3 5300ge,2021-04-13,https://en.wikichip.org/wiki/amd/ryzen_3/5300ge,Desktop,35.0,4,8.0,amd ryzen 3 5300ge
amd ryzen 3 pro 2200g,2018-05-10,https://en.wikichip.org/wiki/amd/ryzen_3/pro_2200g,Desktop,65.0,4,4.0,amd ryzen 3 pro 2200g
amd ryzen 3 pro 2200ge,2018-05-10,https://en.wikichip.org/wiki/amd/ryzen_3/pro_2200ge,Desktop,35.0,4,4.0,amd ryzen 3 pro 2200ge
amd ryzen 5 2400g,2018-02-12,https://en.wikichip.org/wiki/amd/ryzen_5/2400g,Desktop,65.0,4,8.0,amd ryzen 5 2400g
amd ryzen 5 2400ge,2018-04-19,https://en.wikichip.org/wiki/amd/ryzen_5/2400ge,Desktop,35.0,4,8.0,amd ryzen 5 2400ge
amd ryzen 5 3400g,2019-07-07,https://en.wikichip.org/wiki/amd/ryzen_5/3400g,Desktop,65.0,4,8.0,amd ryzen 5 3400g
amd ryzen 5 3500,,https://en.wikichip.org/wiki/amd/ryzen_5/3500,Desktop,65.0,6,6.0,amd ryzen 5 3500
amd ryzen 5 3500x,,https://en.wikichip.org/wiki/amd/ryzen_5/3500x,Desktop,65.0,6,6.0,amd ryzen 5 3500x
amd ryzen 5 3580u,2019-10-01,https://en.wikichip.org/wiki/amd/ryzen_5/3580u,Mobile,15.0,4,8.0,amd ryzen 5 3580u
amd ryzen 5 4600ge,2020-07-21,https://en.wikichip.org/wiki/amd/ryzen_5/4600ge,Desktop,35.0,6,12.0,amd ryzen 5 4600ge
amd ryzen 5 4600hs,2020-03-16,https://en.wikichip.org/wiki/amd/ryzen_5/4600hs,Mobile,35.0,6,12.0,amd ryzen 5 4600hs
amd ryzen 5 4680u,2021-04-13,https://en.wikichip.org/wiki/amd/ryzen_5/4680u,Mobile,15.0,6,12.0,amd ryzen 5 4680u
amd ryzen 5 pro 2400g,2018-05-10,https://en.wikichip.org/wiki/amd/ryzen_5/pro_2400g,Desktop,65.0,4,8.0,amd ryzen 5 pro 2400g
amd ryzen 5 pro 2400ge,2018-05-10,https://en.wikichip.org/wiki/amd/ryzen_5/pro_2400ge,Desktop,35.0,4,8.0,amd ryzen 5 pro 2400ge
amd ryzen 7 2700x gold edition,2019-04-29,https://en.wikichip.org/wiki/amd/ryzen_7/2700x_gold_edition,Desktop,105.0,8,16.0,amd ryzen 7 2700x gold edition
amd ryzen 7 3780u,2019-10-01,https://en.wikichip.org/wiki/amd/ryzen_7/3780u,Mobile,15.0,4,8.0,amd ryzen 7 3780u
amd ryzen 7 4700g,2020-07-21,https://en.wikichip.org/wiki/amd/ryzen_7/4700g,Desktop,65.0,8,16.0,amd ryzen 7 4700g
amd ryzen 7 4700ge,2020-07-21,https://en.wikichip.org/wiki/amd/ryzen_7/4700ge,Desktop,35.0,8,16.0,amd ryzen 7 4700ge
amd ryzen 7 4980u,2021-04-13,https://en.wikichip.org/wiki/amd/ryzen_7/4980u,Mobile,15.0,8,16.0,amd ryzen 7 4980u
amd ryzen 7 5800,2021-01-12,https://en.wikichip.org/wiki/amd/ryzen_7/5800,Desktop,65.0,8,16.0,amd ryzen 7 5800
amd ryzen 9 3900,2019-09-24,https://en.wikichip.org/wiki/amd/ryzen_9/3900,Desktop,65.0,12,24.0,amd ryzen 9 3900
amd ryzen 9 5900,2021-01-12,https://en.wikichip.org/wiki/amd/ryzen_9/5900,Desktop,65.0,12,24.0,amd ryzen 9 5900
amd ryzen embedded r1102g,2020-02-25,https://en.wikichip.org/wiki/amd/ryzen_embedded/r1102g,Embedded,6.0,2,2.0,amd ryzen embedded r1102g
amd ryzen embedded r1305g,2020-02-25,https://en.wikichip.org/wiki/amd/ryzen_embedded/r1305g,Embedded,8.0,2,4.0,amd ryzen embedded r1305g
amd ryzen embedded r1505g,2019-04-16,https://en.wikichip.org/wiki/amd/ryzen_embedded/r1505g,Embedded,15.0,2,4.0,amd ryzen embedded r1505g
amd ryzen embedded r1606g,2019-04-16,https://en.wikichip.org/wiki/amd/ryzen_embedded/r1606g,Embedded,15.0,2,4.0,amd ryzen embedded r1606g
amd ryzen embedded v1202b,2018-02-21,https://en.wikichip.org/wiki/amd/ryzen_embedded/v1202b,Embedded,15.0,2,4.0,amd ryzen embedded v1202b
amd ryzen embedded v1404i,2018-12-01,https://en.wikichip.org/wiki/amd/ryzen_embedded/v1404i,Embedded,15.0,4,8.0,amd ryzen embedded v1404i
amd ryzen embedded v1605b,2018-02-21,https://en.wikichip.org/wiki/amd/ryzen_embedded/v1605b,Embedded,15.0,4,8.0,amd ryzen embedded v1605b
amd ryzen embedded v1756b,2018-02-21,https://en.wikichip.org/wiki/amd/ryzen_embedded/v1756b,Embedded,45.0,4,8.0,amd ryzen embedded v1756b
amd ryzen embedded v1807b,2018-02-21,https://en.wikichip.org/wiki/amd/ryzen_embedded/v1807b,Embedded,45.0,4,8.0,amd ryzen embedded v1807b
amd ryzen embedded v2516,2020-11-10,https://en.wikichip.org/wiki/amd/ryzen_embedded/v2516,Embedded,15.0,6,12.0,amd ryzen embedded v2516
amd ryzen embedded v2546,2020-11-10,https://en.wikichip.org/wiki/amd/ryzen_embedded/v2546,Embedded,45.0,6,12.0,amd ryzen embedded v2546
amd ryzen embedded v2718,2020-11-10,https://en.wikichip.org/wiki/amd/ryzen_embedded/v2718,Embedded,15.0,8,16.0,amd ryzen embedded v2718
amd ryzen embedded v2748,2020-11-10,https://en.wikichip.org/wiki/amd/ryzen_embedded/v2748,Embedded,45.0,8,16.0,amd ryzen embedded v2748
amd ryzen threadripper 3980x,,https://en.wikichip.org/wiki/amd/ryzen_threadripper/3980x,Desktop,280.0,48,96.0,amd ryzen threadripper 3980x
socionext sc2a11,2017-01-01,https://en.wikichip.org/wiki/socionext/sc2a11,Server; Networking; IoT,5.0,24,24.0,socionext sc2a11
nvidia tegra xavier,2018-06-01,https://en.wikichip.org/wiki/nvidia/tegra/xavier,Artificial Intelligence; Embedded,30.0,8,8.0,nvidia tegra xavier
appliedmicro x-gene 1 apm883204-x1,2012-01-01,https://en.wikichip.org/wiki/apm/x-gene/apm883204-x1,Server,45.0,4,4.0,appliedmicro x-gene 1 apm883204-x1
appliedmicro x-gene 1 apm883208-x1,2012-01-01,https://en.wikichip.org/wiki/apm/x-gene/apm883208-x1,Server,45.0,8,8.0,appliedmicro x-gene 1 apm883208-x1
appliedmicro x-gene 1 apm883408-x1,2012-01-01,https://en.wikichip.org/wiki/apm/x-gene/apm883408-x1,Server,45.0,8,8.0,appliedmicro x-gene 1 apm883408-x1
appliedmicro x-gene 2 apm883208-x2,2015-03-01,https://en.wikichip.org/wiki/apm/x-gene/apm883208-x2,Server,35.0,8,8.0,appliedmicro x-gene 2 apm883208-x2
appliedmicro x-gene 2 apm883408-x2,2015-03-01,https://en.wikichip.org/wiki/apm/x-gene/apm883408-x2,Server,35.0,8,8.0,appliedmicro x-gene 2 apm883408-x2
appliedmicro x-gene 3 apm883832-x3,,https://en.wikichip.org/wiki/apm/x-gene/apm883832-x3,Server,125.0,32,32.0,appliedmicro x-gene 3 apm883832-x3
intel xeon d-1581,2016-02-24,https://en.wikichip.org/wiki/intel/xeon_d/d-1581,Server; Embedded,65.0,16,32.0,intel xeon d-1581
intel xeon d-1587,2016-02-24,https://en.wikichip.org/wiki/intel/xeon_d/d-1587,Server; Embedded,65.0,16,32.0,intel xeon d-1587
intel xeon d-1612,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1612,Server,22.0,4,8.0,intel xeon d-1612
intel xeon d-1632,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1632,Server; Embedded,30.0,8,16.0,intel xeon d-1632
intel xeon d-2191,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2191,Server; Embedded,86.0,18,36.0,intel xeon d-2191
intel xeon e-2104g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2104g,Workstation,65.0,4,4.0,intel xeon e-2104g
intel xeon e3-1205 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1205_v6,Workstation; Server,65.0,4,8.0,intel xeon e3-1205 v6
intel xeon e3-1284l v3,2014-10-01,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1284l_v3,Server,47.0,4,8.0,intel xeon e3-1284l v3
intel xeon e5-1603 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1603_v4,Server,140.0,4,4.0,intel xeon e5-1603 v4
intel xeon e5-1607 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1607_v4,Server,140.0,4,4.0,intel xeon e5-1607 v4
intel xeon e5-2670 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2670_v4,Server,120.0,14,28.0,intel xeon e5-2670 v4
intel xeon e5-2673 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2673_v4,Server,135.0,20,40.0,intel xeon e5-2673 v4
intel xeon e5-2679 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2679_v4,Server,200.0,20,40.0,intel xeon e5-2679 v4
intel xeon e5-2682 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2682_v4,Server,120.0,16,32.0,intel xeon e5-2682 v4
intel xeon e5-2686 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2686_v4,Server,145.0,18,36.0,intel xeon e5-2686 v4
intel xeon e5-2689 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2689_v4,Server,165.0,10,20.0,intel xeon e5-2689 v4
intel xeon e5-2689a v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2689a_v4,Server,145.0,8,16.0,intel xeon e5-2689a v4
intel xeon e5-2696 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2696_v4,Server,150.0,22,44.0,intel xeon e5-2696 v4
intel xeon gold 5117,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_gold/5117,Server,105.0,14,28.0,intel xeon gold 5117
intel xeon gold 5117f,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_gold/5117f,Server,113.0,14,28.0,intel xeon gold 5117f
intel xeon gold 5215m,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_gold/5215m,Server,85.0,10,20.0,intel xeon gold 5215m
intel xeon gold 6134m,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_gold/6134m,Server,130.0,8,16.0,intel xeon gold 6134m
intel xeon gold 6140m,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_gold/6140m,Server,140.0,18,36.0,intel xeon gold 6140m
intel xeon gold 6142m,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_gold/6142m,Server,150.0,16,32.0,intel xeon gold 6142m
intel xeon gold 6161,,https://en.wikichip.org/wiki/intel/xeon_gold/6161,Server,165.0,22,44.0,intel xeon gold 6161
intel xeon gold 6238m,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_gold/6238m,Server,140.0,22,44.0,intel xeon gold 6238m
intel xeon gold 6240m,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_gold/6240m,Server,150.0,18,36.0,intel xeon gold 6240m
intel xeon platinum 8124,2017-01-01,https://en.wikichip.org/wiki/intel/xeon_platinum/8124,Server,240.0,18,36.0,intel xeon platinum 8124
intel xeon platinum 8124m,2017-01-01,https://en.wikichip.org/wiki/intel/xeon_platinum/8124m,Server,240.0,18,36.0,intel xeon platinum 8124m
intel xeon platinum 8160m,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_platinum/8160m,Server,150.0,24,48.0,intel xeon platinum 8160m
intel xeon platinum 8170f,,https://en.wikichip.org/wiki/intel/xeon_platinum/8170f,Server,165.0,26,52.0,intel xeon platinum 8170f
intel xeon platinum 8170m,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_platinum/8170m,Server,165.0,26,52.0,intel xeon platinum 8170m
intel xeon platinum 8176m,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_platinum/8176m,Server,165.0,28,56.0,intel xeon platinum 8176m
intel xeon platinum 8180m,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_platinum/8180m,Server,205.0,28,56.0,intel xeon platinum 8180m
intel xeon platinum 8260m,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_platinum/8260m,Server,165.0,24,48.0,intel xeon platinum 8260m
intel xeon platinum 8276m,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_platinum/8276m,Server,165.0,28,56.0,intel xeon platinum 8276m
intel xeon platinum 8280m,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_platinum/8280m,Server,205.0,28,56.0,intel xeon platinum 8280m
intel xeon platinum 8284,2019-07-10,https://en.wikichip.org/wiki/intel/xeon_platinum/8284,Server,240.0,28,56.0,intel xeon platinum 8284
intel xeon w-2102,2017-08-29,https://en.wikichip.org/wiki/intel/xeon_w/w-2102,Workstation,120.0,4,4.0,intel xeon w-2102
intel xeon w-2104,2017-08-29,https://en.wikichip.org/wiki/intel/xeon_w/w-2104,Workstation,120.0,4,4.0,intel xeon w-2104
default default,,,Artificial Intelligence; Automotive; Desktop; Edge; Embedded; Enthusiast; HPC; IoT; Mobile; Networking; Server; Supercomputer; Workstation,11.66,1,1.7,default default
